"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Jeanmar Gomez","TEX","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9033"
"Kirby Yates","SDP","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9073"
"Brad Hand","CLE","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9111"
"Nathan Eovaldi","BOS","29","2","0","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","16.7%","11.1%","","100.0%","100.0%","66.7%","50.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","50.0%","","","0.0%","","0.0%","33.3%","33.3%","9132"
"Alex Wilson","MIL","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9239"
"Jared Hughes","- - -","33","2","0","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.1","100.0%","100.0%","100.0%","0.0%","66.7%","50.0%","75.0%","100.0%","50.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","50.0%","80.0","69.0","0.0%","80.0","0.0%","0.0%","50.0%","9325"
"Josh Tomlin","ATL","34","6","0","0","0","0",".000","0.0%","50.0%","33.3%","0.0%","66.7%","0.0%","0.0%","0.0%","0.1","50.0%","45.5%","47.4%","25.0%","80.0%","55.6%","57.9%","83.3%","21.1%","0.0%","33.3%","66.7%","0.0%","100.0%","0.0%","50.0%","80.7","35.0","0.0%","84.9","0.0%","36.8%","57.9%","9388"
"Zac Rosscup","- - -","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9419"
"Ryan Buchter","OAK","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9456"
"Dan Straily","BAL","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9460"
"Jeremy Jeffress","MIL","31","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","0.0%","66.7%","50.0%","","50.0%","33.3%","100.0%","33.3%","","","","","","","100.0%","","","","","","33.3%","66.7%","9490"
"Brian Moran","MIA","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9646"
"Michael Blazek","WSN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9654"
"David Hale","NYY","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9756"
"Joe Kelly","LAD","31","2","0","0","0","0",".000","0.0%","66.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","42.9%","80.0%","58.3%","0.0%","75.0%","42.9%","41.7%","100.0%","33.3%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","66.7%","","","0.0%","","0.0%","8.3%","41.7%","9761"
"Garrett Richards","SDP","31","2","0","0","0","0",".000","0.0%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","66.7%","75.0%","71.4%","0.0%","66.7%","40.0%","57.1%","100.0%","42.9%","50.0%","50.0%","0.0%","50.0%","50.0%","0.0%","33.3%","82.9","-21.0","0.0%","82.9","0.0%","14.3%","57.1%","9784"
"Sergio Romo","- - -","36","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9817"
"Chaz Roe","TBR","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9866"
"Chris Rusin","COL","32","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9895"
"Brandon Kintzler","CHC","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9939"
"Mike Dunn","COL","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","9948"
"Mike Minor","TEX","31","9","0","0","0","0",".000","0.0%","60.0%","33.3%","66.7%","0.0%","0.0%","0.0%","0.0%","0.1","45.0%","33.3%","40.0%","44.4%","80.0%","57.1%","42.9%","50.0%","17.1%","0.0%","75.0%","25.0%","0.0%","100.0%","0.0%","60.0%","87.5","-4.0","0.0%","94.6","0.0%","34.3%","51.4%","10021"
"Brad Boxberger","KCR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10133"
"Ryan Weber","BOS","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10160"
"Aroldis Chapman","NYY","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10233"
"Ryan Tepera","TOR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10291"
"Erasmo Ramirez","BOS","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10314"
"Juan Minaya","CHW","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10341"
"Aaron Loup","SDP","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10343"
"Robbie Erlin","SDP","28","4","0","0","0","0",".000","0.0%","0.0%","0.0%","75.0%","25.0%","100.0%","0.0%","0.0%","0.1","42.9%","75.0%","54.5%","66.7%","100.0%","83.3%","36.4%","50.0%","9.1%","0.0%","50.0%","50.0%","100.0%","0.0%","0.0%","0.0%","77.9","-7.8","0.0%","84.3","0.0%","18.2%","27.3%","10354"
"Brooks Pounders","NYM","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10387"
"Mychal Givens","BAL","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10430"
"Jake Petricka","MIL","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10534"
"Jimmy Nelson","MIL","30","3","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","40.0%","50.0%","46.2%","50.0%","25.0%","33.3%","61.5%","100.0%","30.8%","","","","","","","100.0%","","","","","","30.8%","61.5%","10547"
"Scott Alexander","LAD","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10591"
"Chris Sale","BOS","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10603"
"Rob Brantly","PHI","29","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","0.0%","66.7%","0.0%","","0.0%","33.3%","100.0%","66.7%","","","","","","","100.0%","","","","","","33.3%","100.0%","10655"
"Tyler Thornburg","BOS","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10688"
"Trevor Rosenthal","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10745"
"Shane Greene","- - -","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10756"
"Asher Wojciechowski","BAL","30","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","25.0%","16.7%","","100.0%","100.0%","66.7%","100.0%","0.0%","","","","","","","100.0%","","","","","","50.0%","50.0%","10836"
"Adam Kolarek","- - -","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10843"
"Josh A. Smith","BOS","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10946"
"Ryan O'Rourke","NYM","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","10976"
"Grant Dayton","ATL","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11203"
"Casey Sadler","- - -","28","3","0","0","0","0",".000","0.0%","33.3%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.1","25.0%","33.3%","30.0%","100.0%","100.0%","100.0%","60.0%","33.3%","0.0%","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","33.3%","89.9","11.0","0.0%","90.2","0.0%","40.0%","40.0%","11209"
"Aaron Barrett","WSN","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11243"
"Tyler Lyons","- - -","31","1","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","66.7%","50.0%","","100.0%","100.0%","75.0%","","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","72.0","-22.0","0.0%","72.0","0.0%","25.0%","25.0%","11334"
"Tommy Kahnle","NYY","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11384"
"Drew Pomeranz","- - -","30","19","0","0","0","0",".000","0.0%","65.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","48.1%","66.7%","58.7%","15.4%","50.0%","37.8%","57.1%","90.0%","36.5%","28.6%","14.3%","57.1%","42.9%","42.9%","14.3%","65.0%","85.6","-16.8","0.0%","90.6","0.0%","23.8%","60.3%","11426"
"Brandon Workman","BOS","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11428"
"Jesse Biddle","- - -","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11437"
"Matt Grace","WSN","30","3","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","55.6%","66.7%","58.3%","60.0%","100.0%","71.4%","25.0%","100.0%","16.7%","","","","","","","100.0%","","","","","","25.0%","41.7%","11449"
"A.J. Cole","CLE","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11467"
"Aaron Sanchez","- - -","26","2","0","0","0","0",".000","0.0%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","100.0%","83.3%","0.0%","50.0%","40.0%","66.7%","100.0%","50.0%","0.0%","0.0%","100.0%","50.0%","0.0%","50.0%","0.0%","86.1","-6.5","0.0%","92.2","0.0%","0.0%","50.0%","11490"
"Josh Osich","CHW","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","","50.0%","100.0%","","100.0%","","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","","","0.0%","","0.0%","50.0%","50.0%","11528"
"Dovydas Neverauskas","PIT","26","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11604"
"Heath Hembree","BOS","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11632"
"Carlos Martinez","STL","27","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","66.7%","50.0%","","0.0%","0.0%","75.0%","","50.0%","","","","","","","100.0%","","","","","","25.0%","75.0%","11682"
"Josh Lucas","BAL","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11686"
"Tayron Guerrero","MIA","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11691"
"Sam Dyson","- - -","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11710"
"Matt Harvey","LAA","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11713"
"Luke Jackson","ATL","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11752"
"Hansel Robles","LAA","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11801"
"Hector Neris","PHI","30","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","33.3%","","0.0%","","","","","","","100.0%","","","","","","50.0%","50.0%","11804"
"James Paxton","NYY","30","5","0","0","1","0",".000","0.0%","62.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","47.1%","46.2%","46.7%","12.5%","66.7%","35.7%","43.3%","75.0%","30.0%","0.0%","33.3%","66.7%","0.0%","100.0%","0.0%","62.5%","","","0.0%","","0.0%","20.0%","50.0%","11828"
"Taijuan Walker","ARI","26","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11836"
"Chris Martin","- - -","33","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11847"
"Jason Adam","TOR","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11861"
"Noel Cuevas","COL","27","2","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","50.0%","0.0%","0.1","33.3%","100.0%","50.0%","100.0%","100.0%","100.0%","25.0%","50.0%","0.0%","100.0%","0.0%","0.0%","50.0%","50.0%","0.0%","0.0%","74.6","-35.0","0.0%","79.1","0.0%","25.0%","25.0%","11894"
"Enderson Franco","SFG","26","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11896"
"Michael Feliz","PIT","26","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11903"
"Taylor Cole","LAA","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","11964"
"Matt Andriese","ARI","29","6","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","20.0%","35.7%","27.6%","33.3%","80.0%","62.5%","48.3%","50.0%","10.3%","66.7%","33.3%","0.0%","33.3%","66.7%","0.0%","50.0%","79.5","-33.0","0.0%","84.5","0.0%","34.5%","44.8%","12022"
"Brian Flynn","KCR","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12027"
"Felipe Vazquez","PIT","27","2","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","50.0%","100.0%","0.0%","0.0%","0.0%","100.0%","50.0%","50.0%","0.0%","0.0%","84.9","-25.5","0.0%","97.0","50.0%","0.0%","0.0%","12076"
"Yimi Garcia","LAD","28","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","25.0%","16.7%","","100.0%","100.0%","66.7%","100.0%","0.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","50.0%","82.9","-21.0","0.0%","82.9","0.0%","50.0%","50.0%","12095"
"Parker Markel","- - -","28","3","0","0","0","0",".000","0.0%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","60.0%","66.7%","62.5%","33.3%","50.0%","40.0%","37.5%","66.7%","37.5%","50.0%","50.0%","0.0%","100.0%","0.0%","0.0%","33.3%","77.1","-45.0","0.0%","83.8","0.0%","12.5%","50.0%","12106"
"Cody Allen","LAA","30","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","50.0%","14.3%","","100.0%","100.0%","28.6%","100.0%","0.0%","","","","","","","100.0%","","","","","","42.9%","42.9%","12183"
"Dan Winkler","ATL","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","33.3%","","33.3%","100.0%","","100.0%","","100.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","","","0.0%","","0.0%","33.3%","33.3%","12237"
"Aaron Brooks","- - -","29","3","0","0","0","0",".000","0.0%","25.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","42.9%","55.6%","50.0%","33.3%","60.0%","50.0%","56.3%","75.0%","25.0%","66.7%","0.0%","33.3%","33.3%","66.7%","0.0%","25.0%","85.6","-12.5","0.0%","88.3","0.0%","12.5%","37.5%","12272"
"Evan Marshall","CHW","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12297"
"Chris Bassitt","OAK","30","4","0","0","0","0",".000","0.0%","40.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","40.0%","43.8%","33.3%","75.0%","57.1%","62.5%","100.0%","18.8%","0.0%","66.7%","33.3%","66.7%","33.3%","0.0%","40.0%","81.9","0.0","0.0%","82.9","0.0%","43.8%","62.5%","12304"
"Jacob Barnes","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12323"
"Nick Tropeano","LAA","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12385"
"Chasen Bradford","SEA","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12452"
"Blake Treinen","OAK","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12572"
"Nick Ramirez","DET","29","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","80.0%","80.0%","","75.0%","75.0%","100.0%","100.0%","20.0%","","","","","","","100.0%","","","","","","20.0%","40.0%","12575"
"DJ Johnson","COL","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12578"
"Adam Morgan","PHI","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12580"
"Mike Wright Jr.","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12586"
"Nathan Karns","BAL","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12638"
"Roenis Elias","- - -","30","1","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","60.0%","0.0%","50.0%","66.7%","","66.7%","16.7%","100.0%","16.7%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","0.0%","73.9","-38.0","0.0%","73.9","0.0%","16.7%","33.3%","12673"
"Ryne Harper","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12680"
"Ryan Carpenter","DET","28","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","20.0%","33.3%","50.0%","100.0%","66.7%","55.6%","","11.1%","100.0%","0.0%","0.0%","100.0%","0.0%","0.0%","50.0%","81.0","-26.0","0.0%","81.0","0.0%","44.4%","55.6%","12699"
"Rafael Montero","TEX","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12760"
"Chris Devenski","HOU","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12763"
"Jairo Diaz","COL","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12774"
"Sam Gaviglio","TOR","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12778"
"Sean Gilmartin","BAL","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12781"
"Burch Smith","- - -","29","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","0.0%","0.0%","","","","100.0%","100.0%","0.0%","","","","","","","100.0%","","","","","","100.0%","100.0%","12784"
"Cody Anderson","CLE","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12799"
"Noe Ramirez","LAA","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12800"
"Matt Wisler","- - -","26","1","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","100.0%","50.0%","","100.0%","100.0%","50.0%","","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","0.0%","100.7","-16.0","0.0%","100.7","100.0%","0.0%","0.0%","12804"
"Mike Clevinger","CLE","28","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","40.0%","42.9%","100.0%","100.0%","100.0%","71.4%","100.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","50.0%","82.9","-21.0","0.0%","82.9","0.0%","42.9%","42.9%","12808"
"Andrew Kittredge","TBR","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12828"
"Shawn Armstrong","- - -","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12857"
"Matt Barnes","BOS","29","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","0.0%","0.0%","","","","100.0%","100.0%","0.0%","","","","","","","100.0%","","","","","","100.0%","100.0%","12863"
"Danny Hultzen","CHC","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12874"
"Alex Claudio","MIL","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12890"
"Ken Giles","TOR","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12910"
